name,x,y,z,vx,vy,vz,inclination,eccentricity,RAAN,argument_of_perigee,mean_anomaly,mean_motion,collision_label
SAT-47381,904.4401435429369,-5309.728284980485,4344.108099832105,6.277339965996074,-2.018314460582851,-3.763231213905048,53.0546,9.93e-05,140.6741,86.2049,273.9054,15.064057769999998,0
SAT-47382,-4834.738893820222,110.59788577475283,4849.923421243905,2.725625676967556,-6.529097248180692,2.8584296225578907,53.1551,0.0001212,133.4615,80.2606,181.5148,15.293280039999999,0
SAT-47383,-4465.775976802049,4629.800128809413,2350.938774598358,-2.0862127016706284,-4.832171350468699,5.5273808993262055,53.1595,0.0001441,122.4955,108.31950000000002,251.79629999999997,15.31039145,0
SAT-47384,-2938.7605020181977,5837.225803622195,-2302.6965109348735,-5.178099981595457,-0.4332474159457074,5.525391352030653,53.0551,0.0001442,135.701,106.3558,253.7589,15.06391919,0
SAT-47385,-4364.547854436197,5361.962902291404,-426.595778025648,-3.764798471955412,-2.59182351703406,6.0574193129469,53.0549,0.0001338,135.4761,94.0911,266.0231,15.063868679999999,0
SAT-47386,5288.046946821073,-4211.243233350428,-1515.1125629625903,1.8830659371103937,4.45705671244955,-5.843903414159611,53.0544,0.0001248,135.6415,101.1453,258.9676,15.063977260000001,0
SAT-47388,6705.772547257136,-1392.6390638826617,-1033.4513270722052,0.06176726284211839,4.691108475575019,-5.964826048083805,53.0569,0.0001827,165.3343,145.735,214.3757,15.06381239,0
SAT-47389,-5689.428849566843,3670.165348976067,1076.0813771084595,-1.6971660625475806,-4.403246376282724,5.994087169010333,53.1522,7.63e-05,143.6353,83.4422,127.7699,15.29215182,0
SAT-47390,-5100.145847710618,3826.745596568588,-2713.1943932383483,-4.766088574545928,-2.608851325596865,5.291110130213201,53.0559,0.000144,165.1548,105.1924,254.92239999999998,15.06393515,0
SAT-47391,2180.8315411494837,3687.7782172220122,-5448.445298928525,-5.594126496134358,4.983389871528673,1.1345122969356818,53.05650000000001,0.0001413,136.0102,92.3039,267.8112,15.063776080000002,0
SAT-47392,-2694.9261086745014,-3162.155209169328,5351.781982995728,4.883981578918534,-5.8336151219921355,-0.9825905966744206,53.0546,0.0002858,127.97789999999999,26.4005,333.715,15.540645680000003,0
SAT-47393,1647.4498957768953,-6325.301902412144,-1864.8343705847574,4.200642669814931,2.788835473823741,-5.761112733460869,53.049,0.0008587,95.5731,6.4774,342.8473,15.518972899999998,0
SAT-47397,6288.493084877911,-2765.0184075231946,876.0828751137116,2.5555205578145612,3.8927109823230435,-5.993840596424843,53.0542,0.0001183,165.3224,81.4891,278.6232,15.06396634,0
SAT-47399,-3698.312332167911,5299.3277836179595,-2299.5648950003488,-5.096303810559819,-1.154858978063694,5.550950769612138,53.1554,0.0001533,143.6141,82.8766,92.1004,15.29331413,0
SAT-47400,-3338.0409432848746,5977.757295214079,317.397846011033,-3.8421302183539456,-2.4788833384640983,6.1072425845601375,53.161,0.0001382,121.5284,94.3121,265.8037,15.30198138,0
SAT-47401,5159.567497437186,-613.5915737529411,-4586.173417797011,-2.272559100966189,6.37527850322854,-3.4128935317712674,53.0544,0.0001139,135.0784,91.3702,268.7418,15.063936770000002,0
SAT-47404,-396.5811800594468,5612.597328269783,-3790.681163570964,-5.73233461415151,2.5586474593606083,4.394684428187372,53.0548,0.0001559,127.82440000000001,53.1521,306.9632,15.549669219999998,0
SAT-47405,6315.9920917685195,168.96931087842052,-2844.6581666568354,-2.4724153531322695,4.9280768747360915,-5.207899978780772,53.0569,0.000127,165.0581,96.3868,263.7265,15.06395954,0
SAT-47407,-5277.194439956958,4228.758360603528,1488.9688279959057,-1.9004603430592373,-4.445894350223089,5.851477527300352,53.0555,0.000138,135.1934,99.638,260.4765,15.06385095,0
SAT-47408,4376.579273857906,-5351.657452992539,405.1613718193209,3.7566914053169684,2.603337331153798,-6.059800720909279,53.0557,0.0001491,135.0272,116.8335,243.2807,15.063903830000001,0
SAT-47430,1559.5943961999328,-1805.9902785271188,6319.318179400986,2.25618107336894,-6.8935080134367634,-2.5240672031014295,97.2528,0.0003288,110.2949,183.5988,176.5247,15.611902609999998,0
SAT-47448,1244.5788115752862,-3778.9487001513576,5545.147058140531,0.29145108826706057,-6.281319345897697,-4.340164971816022,97.2533,0.0005221,97.4618,251.2615,108.8065,15.387476310000002,0
SAT-47486,-306.7844612966062,6410.836553162249,-2410.3479396499465,0.919200906174126,2.7005652679564642,7.071312224754599,97.2447,0.0004968,89.6461,276.7127,83.3549,15.306616609999999,0
SAT-47487,-2487.8748415954597,6021.341670664579,1737.554810769585,1.7008864369550556,-1.433042146420275,7.3606125229774895,97.2691,0.0004595,114.099,189.0632,171.0548,15.693508910000002,0
SAT-47502,-660.4870169840666,6211.788484045138,-2807.7231908800595,0.7424913910460759,3.191242575117753,6.889271693209547,97.2469,0.0005406,92.4225,282.9407,77.1231,15.329033589999998,0
SAT-47504,2480.4222832310556,1817.0851172897494,6087.807599704997,-4.027749318136268,-5.594344497149453,3.2958126658470572,97.1139,0.0011201,50.4143,191.7298,168.369,15.40739469,0
SAT-47505,-896.0031339219431,4910.043104848909,-4690.171397187697,0.4026681765743793,5.297566166641838,5.469711196063887,97.2512,0.000507,92.967,288.4359,71.6332,15.328994609999999,0
SAT-47508,-586.2726296321948,6140.117032509757,-2976.4117219423238,0.7715229478373313,3.368903915845887,6.800865848505552,97.2384,0.0005595,91.5662,284.9676,75.0947,15.329043929999997,0
SAT-47509,73.61630665778536,5282.46201276944,4336.958921602986,1.2021346238802202,-4.801983852008459,5.814199431990355,97.2346,0.0003746,94.9958,238.60750000000002,121.4804,15.36156587,0
SAT-47517,1262.5868312024138,-5808.0360114171,-3233.4875949128214,-1.8646015042958954,3.30112578185959,-6.671540015429171,97.2334,0.0003342,105.94230000000002,145.3592,214.7884,15.615226809999998,0
SAT-47532,3146.630016796509,1463.1146075720058,-6595.675188149328,-1.3006619500239087,7.116333968182821,1.0932303089940625,63.4042,0.0165097,97.493,0.052500000000000005,0.0491,13.45437468,0
SAT-47533,3171.2138312295933,1410.1827766892272,-6595.573369342546,-1.178789030421449,7.1371697500837765,1.09477775388391,63.4036,0.0165589,96.5061,0.1575,359.9475,13.45437651,0
SAT-47536,3150.492525277004,1531.2589996450424,-6576.31535173891,-1.232051003109918,7.112956289882373,1.2013104261569616,63.4035,0.0165228,96.5243,0.1819,359.9239,13.45437435,0
SAT-47546,149.00454332997828,6486.0251857311305,3307.3639731219305,-3.173829176828699,3.0977559030929562,-5.9233181093717375,67.146,0.0006443,282.6283,263.4613,96.5738,13.97031738,0
SAT-47555,2665.138535716654,3595.0540870645186,-5204.11306621992,-4.270842591507333,5.993684416243775,1.9574985869031234,53.0582,0.0003205,117.9617,12.3497,347.758,15.281874239999999,0
SAT-47556,-1152.6666389364004,-6607.529516825434,-228.7698003860135,4.586058595324368,-0.5923156076426523,-6.16648332491336,53.0382,0.0005701,82.0539,348.5802,279.5034,15.804365800000001,0
SAT-47559,4015.716396912079,4415.727797126471,-3170.639659039983,-2.073834323187491,5.465306848570457,4.983043634626373,53.0462,0.0008192,74.4806,280.7837,169.8335,15.62252356,0
SAT-47563,2113.8182984672294,4728.881852360134,-4371.343627575298,-4.2388971531353254,5.251422880061164,3.6408309270573667,53.04740000000001,0.0009456,108.8524,342.24430000000007,17.8235,15.554904510000002,0
SAT-47565,1555.3583879279306,6573.055483860445,-329.8202543247505,-4.412683390858611,1.3501537680329416,6.138977551116411,53.04610000000001,0.0005967,82.8435,254.8678,105.1675,15.61571108,0
SAT-47566,2796.510347726354,5051.546685036645,3435.6708288811656,-6.081960458865294,0.1338096733560779,4.73557678170356,53.019200000000005,0.0010727,37.784,49.8491,93.95640000000002,15.72355526,0
SAT-47568,1078.775632070474,-6360.150000567751,2072.910917606165,5.06541725035406,-0.9975196638504928,-5.674443824591607,53.0475,0.0005164,117.4941,319.2648,40.7976,15.569871619999999,0
SAT-47572,-4020.719405466222,512.8424186696501,5355.43071292539,-1.6674622290882872,-7.500900479842019,-0.5282894631822566,53.043,0.0007337,77.9037,308.31590000000006,242.54910000000004,15.75875665,0
SAT-47573,-1534.5705252285718,-6151.009159702948,-2306.147047484224,5.243239790025032,0.7750717145782298,-5.564785562530538,53.0521,0.0006758,63.504,7.9613,308.0335,15.692747019999999,0
SAT-47587,-2199.1023458429668,-6136.776340002896,1808.0022618425087,3.9472112376171915,-3.1300057024205628,-5.793270412769227,53.0462,0.000648,85.6048,339.1798,309.9379,15.612338669999998,0
SAT-47588,-318.7838536430558,6725.969767453062,568.9340110966705,-4.587821332166572,-0.7392841659100898,6.118952571312954,53.0466,0.0004013,92.4389,265.0335,225.8966,15.629369539999999,0
SAT-47589,-4344.236781998692,618.5144704647971,5168.6879676704675,1.1800922877799263,-7.343298997234722,1.8738591450519857,53.0505,0.0008613,113.5231,6.2786,353.8329,15.51773005,0
SAT-47590,1269.3738948886303,-5793.030996646704,3310.696586912217,5.720376942704578,-1.5352640029416567,-4.859439504078958,53.0504,0.0007366,131.024,343.9609,16.1165,15.51220073,0
SAT-47592,2041.6243282530402,-6448.6732086314705,324.60121834646327,4.477353018392464,1.1019326512210776,-6.132578577827635,53.044200000000004,0.000734,113.8965,349.0744,11.0108,15.59670074,0
SAT-47596,-4842.869928337983,4615.706883967237,1229.7173478143127,-2.419521964047028,-4.140899549066241,5.972119039994494,53.0506,0.0002343,132.8817,12.0459,348.0603,15.4658249,0
SAT-47604,3059.600037102193,-4010.029295104935,-4527.011398274747,3.06332512397765,6.156495765908413,-3.3810840974640617,53.0482,0.0007241,89.076,22.9568,337.1766,15.58769391,0
SAT-47606,-5491.934426419673,-1418.7274629666529,3455.170140287452,-1.4257452999554991,-5.991783479354347,-4.70346697288455,53.0294,0.0005741,43.04410000000001,42.4499,317.6974,16.02289459,0
SAT-47613,17366.589768806814,38411.80881952418,-147.54843637411318,-2.801810297014937,1.2677344599694458,0.021864661766673295,0.28280000000000005,0.0003392,91.872,281.6452,234.6032,1.00271961,0
SAT-47621,839.4126540731497,4024.8902326606635,-5490.350798509045,-7.462178104249982,1.5257584164845748,-0.023709885785315854,53.1611,0.0001991,172.2811,131.499,228.6182,15.301915249999999,0
SAT-47622,4405.5357365539485,920.5701618979247,-5014.449010814948,-3.877939488924956,6.241982622387427,-2.252092472176082,53.04480000000001,0.0009959,138.5912,342.36060000000003,12.2979,15.71234115,0
SAT-47623,2768.186518080485,-3799.4381803292313,-4874.095768745998,3.7122322274216186,6.150447897969648,-2.68648531368349,53.0462,0.000586,79.3844,251.57910000000004,108.45840000000001,15.58087208,0
SAT-47624,765.4667036391498,6121.589180295908,-2735.7296486094965,-4.708545362382205,2.956042262156752,5.310203796927299,53.0377,0.0007665,105.6644,342.6269,106.8133,15.651613400000002,0
SAT-47625,6675.289981716558,-1467.5219603677565,143.36225865280525,1.1168815830380217,4.451378442414783,-6.108163313977056,53.0584,0.0002811,171.8422,166.6946,198.8316,15.34309714,0
SAT-47627,-4048.6492442194412,712.6545162851166,5421.858170851282,-2.071210781006837,-7.347243311959681,-0.5787201524529901,53.0542,0.0002461,75.6956,72.1485,287.9788,15.437716540000002,0
SAT-47628,1109.9812080450615,-4241.242391903076,5259.587824063334,7.433795687214181,-0.1875169738746959,-1.715050468853733,53.1589,0.0001795,172.1872,70.4136,289.7058,15.296010960000002,0
SAT-47630,3948.427903671796,-4758.887534623688,3109.663562703922,5.542346876380639,1.3048307719856025,-5.022084610256948,53.0555,0.0001435,155.6885,99.1361,260.979,15.063969380000001,0
SAT-47632,3780.1373261135323,-1740.7705373263132,-5474.346136337112,2.3171375801304843,7.212148474065878,-0.6928957133690739,53.1295,0.0002067,79.2512,59.8546,54.3656,15.243909590000001,0
SAT-47638,283.223365042838,-6418.542721672591,-2440.5156702856966,4.774149700192893,2.2873726817938453,-5.474805709573847,53.1316,0.0001339,79.2045,54.9665,0.6924,15.249766680000002,0
SAT-47641,-5262.601657224928,-3451.1523721058184,2546.48273769927,0.8745943124430234,-5.352268055771919,-5.414449368423282,53.0491,0.0008417,55.653400000000005,8.4721,351.64290000000005,15.52527708,0
SAT-47643,3067.8973854973033,4267.20866615407,-4175.846130788572,-2.993622651686357,5.944007449902194,3.881404405703203,53.0157,0.0004986,94.2768,342.5667,55.841,15.78800379,0
SAT-47648,-5665.010791662596,-333.30662109526384,3961.139921702619,3.2889451231098468,-5.371768582211832,4.238505623632022,53.0556,0.0001111,155.2175,102.8294,257.2819,15.0639386,0
SAT-47649,5013.197525683575,-3120.792304035036,-3319.188688963601,0.4687880170847527,5.9180815221811045,-4.851796826538149,53.044200000000004,0.0009922,126.58290000000001,351.72330000000005,357.4712,15.5991497,0
SAT-47650,673.041641694509,-4669.257701581221,5056.316760803238,6.98955428505918,-1.6625752222051615,-2.4593934861662063,53.06,0.0001115,155.2605,89.15010000000001,270.9616,15.07263178,0
SAT-47652,-890.9701730090087,-4007.6443698762696,5480.749718677841,7.468402650896033,-1.5629637982474422,0.07135382302774793,53.1578,0.0001228,172.13,69.9547,290.1585,15.29363071,0
SAT-47655,-5023.364684861539,-2148.142976628752,4128.726704749588,5.052618101898081,-4.073193479584338,4.0159934790041705,53.1619,0.0001289,172.206,91.40590000000002,268.7089,15.301911519999999,0
SAT-47656,-4312.991153914394,-1975.330279581234,5036.454638736856,5.199200526850604,-4.928674397561575,2.5124226008482,53.0557,9.89e-05,155.2348,115.5226,244.5865,15.063704700000002,0
SAT-47657,-6657.134217241095,1599.2267460116504,-330.75632581301585,-1.3477605872019516,-4.380286187802234,6.098559456932351,53.1605,0.0001237,172.0386,77.5571,282.5568,15.301551050000002,0
SAT-47662,-3891.433771989992,771.9996527246337,5291.3139322471725,-1.370571790313315,-7.642229514465053,0.11227882175142317,53.0271,0.000634,81.826,21.089,339.0404,16.10563971,0
SAT-47667,2412.1846223641105,3271.3716973404453,-5365.014288359353,-5.742040341755547,5.090211048551977,0.5291590667374255,53.0456,0.0009263,138.9587,323.0776,55.9574,15.721386729999999,0
SAT-47672,3107.66207272574,2678.4969084991853,-5371.056454452275,-4.152140914005789,6.405774688834397,0.7974833034282152,53.1531,0.0006931,121.88430000000001,324.5135,77.9193,15.62826118,0
SAT-47676,-6244.589803616893,-2196.1004428914193,1529.8478017911602,0.26918202949754927,-4.9064680368949976,-5.8801433525893705,53.0538,0.000889,32.8407,67.751,292.444,15.500186429999998,0
SAT-47679,-2221.791557918387,6089.445486000355,1863.610592313241,-3.9335037964829485,-3.213091033144099,5.778875429765665,53.0289,0.0006273,100.9846,24.4733,115.5616,15.652172609999997,0
SAT-47691,-5129.668151390362,-165.27168578381807,5312.120229148643,4.155242208283532,-4.614455857460622,3.995618661010166,63.404,0.0166252,152.2941,0.2116,359.8952,13.45437695,0
SAT-47693,-5112.691889292365,-253.89846219578524,5324.562480250802,4.237823529661304,-4.554280957854518,3.9783895708693424,63.40200000000001,0.0166451,153.1151,0.5041,359.6123,13.45438473,0
SAT-47695,-5040.713021346729,-251.00711515632457,5395.232019691539,4.2510222394495285,-4.620577268917889,3.883369336819508,63.4029,0.0166379,152.1563,0.4875,359.6283,13.4543807,0
SAT-47699,-3489.7820290701684,6181.381217740311,743.0061378191333,1.353071136953731,-0.13010297335853235,7.349638930100873,98.405,0.0002581,119.5787,165.4647,194.6617,14.40978823,0
SAT-47719,-13012.198670607087,-15209.127185436797,17043.97193473518,1.69233339561283,-0.4703747635226136,-3.4968018383773494,63.1968,0.7235162,75.3177,269.377,15.259700000000002,2.00622959,0
SAT-47722,3981.8387070928584,1162.8335690311196,5445.254869026589,-2.8149017199741238,7.072888519624685,0.5465852717334151,53.159,0.0001287,297.95640000000003,89.5721,193.2275,15.301801810000002,0
SAT-47723,-2510.5132580540353,3370.2407975305555,-5424.02167637785,-5.318338743783041,-5.378941102763034,-0.8816577892241376,53.1563,0.0001533,233.6221,104.779,356.4414,15.293975299999998,0
SAT-47724,5823.426177547174,2940.046130991547,-1638.6875323284994,-3.4617262827981254,3.6040700393878495,-5.8618724553974655,53.0425,0.0008274,199.37640000000002,183.9312,116.93320000000001,15.72527469,0
SAT-47728,4668.621478724276,-4735.027934821374,1930.0356097005067,2.2289253227836148,4.523139856405563,5.673859106997361,53.0556,0.0001511,309.365,113.6671,246.4477,15.06403059,0
SAT-47730,-3833.2167367790357,-2013.727159335208,-5412.116509224602,4.777447578108074,-5.7480922410561215,-1.2458917136009904,53.0542,0.000154,322.7864,88.26,271.8566,15.06410275,0
SAT-47731,-5171.585313808356,3933.403345000716,-2189.7229370035807,-1.4330727910853165,-4.986018812935192,-5.58840000551059,53.1609,0.0001243,314.2517,87.6644,272.4499,15.30209288,0
SAT-47733,5029.329721050258,-4634.0378865381035,-504.7011725632396,3.4370612542821135,3.079543012829785,6.072133106231654,53.1566,0.0001271,323.64090000000004,93.9,100.8111,15.293291489999998,0
SAT-47734,4208.204448647485,-5410.371534792313,29.647529402864972,3.5977609089353666,2.8415050583406294,6.097624039288965,53.1613,0.0001325,313.7242,96.2822,263.833,15.301984990000001,0
SAT-47736,3681.8149861379698,-5867.029521412456,30.244288109556255,3.855033068581686,2.459247123557723,6.056331929569011,53.0543,0.0001324,311.7325,110.73960000000001,249.3735,15.06393622,0
SAT-47739,5858.033861951362,-3386.437312985653,1083.2428715853325,1.4866635323548187,4.50129856401125,5.97933496336004,53.1606,0.000133,328.7727,77.2249,282.89,15.301959559999998,0
SAT-47742,2806.6201819435382,-6226.4161434152265,-585.3505717800405,4.406388630514133,1.4243026808897143,6.061793909507623,53.1598,0.0001419,303.7075,78.0757,282.0402,15.30203054,0
SAT-47745,493.58914479688815,-5518.369839426104,-4038.0482455248803,5.915035583145973,-2.480693925814364,4.117650014745921,53.1605,0.0001247,314.0842,101.507,258.6072,15.31041425,0
SAT-47746,-4541.625695544358,5101.94955495676,-575.0847285655504,-3.1015550711484843,-3.4347717597550607,-6.064193471523376,53.16,0.0001442,314.2312,101.0329,259.0834,15.30191772,0
SAT-47747,4552.738079103973,-4378.074474974572,2651.8757557135104,1.8294009118350107,5.145159612405799,5.331242540691238,53.1595,0.0001327,303.7586,87.201,272.9143,15.302041850000002,0
SAT-47748,-2316.0117401241364,-3928.4952382699903,-5123.122415057508,4.70787079946237,-5.586908598320505,2.1571825239193405,53.1593,0.0001268,303.5835000000001,97.7637,262.3507,15.30209256,0
SAT-47749,4251.258207873164,568.7949437441844,5331.706670095083,-2.627248679200766,7.0409101812720705,1.34041165044377,53.1601,0.0001571,303.9888,80.2407,279.8771,15.310396170000002,0
SAT-47750,23.618384359507182,-5869.621231908468,-3546.2057037052496,5.366667624085335,-2.7801600578766816,4.643993288106037,53.1588,0.0001114,303.6248,92.9652,267.1476,15.3020175,0
SAT-47752,2589.4922436583884,3376.549890504834,5422.309686132902,-5.095466907213101,5.553563966484894,-1.0228571792762546,53.0879,0.0001688,309.739,110.3962,222.36940000000004,15.14375875,0
SAT-47753,-4183.169117850551,-1132.8638381991311,-5316.327062117115,3.6413519092854036,-6.525636749669565,-1.4758063150633496,53.1608,0.0001411,313.3441,92.2267,267.8895,15.30202926,0
SAT-47754,-2834.9262596786643,5557.520154554386,-2594.5930218620815,-3.457827300665427,-4.259838408060184,-5.373886485252655,53.04580000000001,0.0009014,282.0297,101.61690000000002,228.1158,15.645878840000002,0
SAT-47760,-5202.079850382374,-75.09319409344539,-4472.356289421137,3.113119968522705,-5.994168276967066,-3.524238889655255,53.1559,0.0001316,323.6421,107.1673,327.3058,15.29327947,0
SAT-47762,-5213.336026054882,4415.988572282309,538.3362984576715,-3.341858304799566,-3.1930249997083573,-6.070286303930278,53.1591,0.0001073,328.3818,82.11260000000001,277.9996,15.30233408,0
SAT-47767,-2732.5526136618587,5931.483303360521,2062.5885631939677,-5.119353275472204,-0.38431351495427324,-5.648417810294619,53.1622,0.0001369,314.6599,100.1791,259.9365,15.31037479,0
SAT-47770,-4199.840814002111,5481.62113286702,-103.82425171334509,-3.5816808084144287,-2.849963442127679,-6.066974388510752,53.078900000000004,0.000102,309.8759,78.6902,338.6266,15.129037760000001,0
SAT-47771,3090.820573799291,2800.126097936075,5498.253941686434,-4.7570522444487695,5.91847900015926,-0.33982024067101463,53.0748,8.69e-05,309.9205,142.2786,189.7335,15.118000500000003,0
SAT-47772,-2210.1119939518317,-3519.259959152943,-5478.9605727042135,6.104268330452495,-4.517347014058183,0.4397596650260016,53.131800000000005,0.0002154,324.0966,84.0048,40.9858,15.243643760000001,0
SAT-47773,-5903.428546338618,2322.841377479915,-2608.3017153705455,0.23366054784067572,-5.413134792280839,-5.362441784413032,53.1596,0.0001322,323.6194,103.9144,304.2772,15.29327408,0
SAT-47776,-2126.9895165706735,5968.522624809928,2604.015288742486,-5.414448662992772,0.419956054862228,-5.3618182539668355,53.161,0.0001584,313.1939,83.5607,276.5574,15.30204517,0
SAT-47778,-4819.655028609804,173.23397734294076,-4873.735568680854,2.57287887861364,-6.6108358290688445,-2.7809279669735205,53.161,0.000176,314.0414,58.5717,301.5456,15.31038958,0
SAT-47780,-3487.6140762318905,5805.817147002078,1041.5401823273337,-4.455557069865384,-1.5927532081416733,-5.98652061411698,53.1609,0.0001426,313.2125,109.08,251.0355,15.302036499999998,0
SAT-47787,-5014.810648579443,3399.5957033171744,3194.81242705312,-5.076143340173649,-2.8124014031628968,-4.957123607108839,53.1593,0.0001606,354.6887,96.9996,263.1188,15.301993390000002,0
SAT-47788,5335.2402444494965,73.84128463435862,4292.0445530928455,-3.1321756051109,5.842677896866785,3.7813381007328366,53.1594,0.0001407,329.0126,108.2882,251.82720000000003,15.302047959999998,0
SAT-47789,3424.127254672919,2746.5951861345015,5346.514144515985,-5.952046804065752,4.46323729008573,1.5150650473221785,53.056,0.0001394,337.0287,96.1871,263.9277,15.064088620000001,0
SAT-47790,1482.239503515748,-5264.808116061364,-4142.116261636819,6.347353998946697,-1.3502290385716882,3.992072238457509,53.155800000000006,0.0001524,323.5765,97.8615,53.05,15.29318646,0
SAT-47791,1677.5467327572617,3800.944870779644,5440.19539535265,-7.267153781880342,2.230412796323419,0.6805736425536566,53.1605,0.0001436,351.9405,100.1365,259.9798,15.302135319999998,0
SAT-47792,6112.35420125149,-514.7304891057106,3206.111160113175,-2.14676059223671,5.355637252590206,4.934572928191204,53.0559,0.000152,336.9954,84.14130000000002,275.97490000000005,15.064109139999998,0
SAT-47793,2981.5335296986786,-4905.956044771141,-3881.705940803228,6.222089318249935,0.37087678557834386,4.316230117813097,53.0554,0.0001406,337.5263,84.338,275.7769,15.06408608,0
SAT-47796,-1366.8608214658436,-3979.9924094917255,-5507.340741049007,6.862654664063362,-3.1594213294883433,0.5801495029744567,53.0543,0.0001311,337.1959,96.8809,263.233,15.0640195,0
SAT-47797,1660.315084349519,3986.3957928581203,5404.079576260723,-7.364006009375163,1.343706377876207,1.2682362552551558,53.0549,0.0001278,1.7353,82.1246,277.9888,15.063923270000002,0
SAT-47798,-6114.834250480535,503.1512623140543,-3220.7695163610215,2.1496934330264614,-5.349874505005253,-4.925810673034389,53.054,0.0001338,336.8482,89.6757,270.4385,15.06406203,0
SAT-47799,-5070.770775062429,-1204.433277474511,-4567.931174568715,4.312903857100283,-5.213628604615754,-3.41675646282197,53.0543,0.0001437,337.1626,105.9559,254.1588,15.064102500000002,0
SAT-47800,-868.6060953423489,4721.232494950523,4981.855931703316,-6.972526654468724,1.4823840518852007,-2.6134689825447843,53.055,0.0001362,337.0622000000001,83.8231,276.2913,15.064056359999999,0
SAT-47802,5595.2369189306355,2259.7704721131918,3389.9012840940645,-4.464242765805554,3.8422371659839776,4.790234814421019,53.0557,0.0001485,1.6991,96.346,263.7698,15.06392704,0
SAT-47804,4743.5772949140965,-4495.111284571322,-2303.2424198996596,4.734687888399189,2.181452418445569,5.5094324451893755,53.0558,0.0001633,336.9462,104.3151,255.8019,15.063984659999997,0
SAT-47805,-4761.4888785527155,4469.570121686681,2297.618252139767,-4.735486708957577,-2.197998436855876,-5.51137575752464,53.0545,0.0001615,337.3384,82.579,277.5383,15.06403333,0
SAT-47806,-4255.18972418736,-2612.0176774753277,-4730.500584689046,5.796341920494008,-3.8286616156116606,-3.1023094995652927,53.128,0.0001978,349.2088,69.5922,21.869100000000003,15.23783539,0
SAT-47807,-786.3738107759804,-4416.104732017023,-5192.036014428321,6.4982753574287955,-3.4568229244731774,1.9572196375663313,53.156800000000004,0.0001199,323.58,96.59320000000001,32.0797,15.29323735,0
SAT-47808,6700.194757980177,-523.9905043692096,1425.8441990178214,-0.8890202964148591,4.760604990455214,5.8836765849985895,53.1247,0.0001783,349.42140000000006,105.5042,122.5362,15.22754881,0
SAT-47810,-6852.882166863582,115.26171347304893,67.14186137893093,-0.14437530026433057,-4.5711047460669025,-6.1061443343079835,53.15840000000001,0.0001295,3.1717,79.962,280.1527,15.30108571,0
SAT-47814,-5536.537808622395,3202.4398838311145,2453.9581787678444,-4.2754434113847095,-3.191949672257956,-5.4565034658874545,53.1603,0.0001329,352.5132,94.0674,266.0479,15.30205002,0
SAT-47815,-2700.085189735279,-3450.091604498371,-5304.32135347812,6.848087176687826,-2.8932138760233843,-1.6050984265209103,53.1219,0.0002335,349.4906,84.9027,24.4406,15.21932113,0
SAT-47816,-1095.0173666279893,-4044.962181910039,-5520.969860103363,7.433977805157994,-1.3930416958997989,-0.4538832576957124,53.0555,0.0001657,356.8884,78.0989,282.0186,15.064236339999999,0
SAT-47817,5533.659252823353,1580.150477573188,3713.200742471706,-4.2882563840283465,4.443157812615418,4.484792915322534,53.1611,0.0001414,352.0877,108.2374,251.878,15.30203587,0
SAT-47818,-4535.069436112985,-2991.3796889912446,-4256.648785968655,5.717286186364871,-3.1796599457843993,-3.8609090326053748,53.0531,0.0001332,0.2948,94.5378,7.4186,15.14571459,0
SAT-47819,4641.743309513183,2351.127421135845,4451.311115979254,-5.44295708033662,3.9998805751145454,3.552585170437667,53.1605,0.000127,352.0381,109.6889,250.42490000000004,15.30209445,0
SAT-47821,330.7632559572087,4127.54587906317,5450.7109743245555,-7.490824253597571,1.3485441781027598,-0.5654485596954656,53.15970000000001,0.0001531,351.7665,99.1312,260.9862,15.30202698,0
SAT-47822,841.7682466019494,4069.2210994168145,5442.957223236271,-7.572375797154341,0.6359121650411194,0.6941548580085202,53.1577,0.0001332,4.5732,78.3144,281.8005,15.293653490000002,0
SAT-47823,-4805.677923917816,-2575.847293702444,-4278.127253970745,5.394882933259403,-3.6830758370750245,-3.8462577955353288,53.055200000000006,0.0001264,356.8517,66.6966,293.4156,15.063879089999999,0
SAT-47824,1257.0919089193949,-4237.798553185397,-5338.5204074807125,7.403658578749375,0.17557815625644838,1.6052277927227112,53.0554,0.0001357,356.6089,83.5624,276.5519,15.06391627,0
SAT-47825,-5884.923262519738,-1169.160593489978,-3320.84111143726,3.6503863642051018,-4.60422766978305,-4.85589752198517,53.1613,0.0001327,351.9546,85.2803,274.8349,15.30203679,0
SAT-47826,-3991.6715897764693,3856.6503256931755,4012.1153878871332,-6.091790178400098,-1.970988853447269,-4.1534751619206,53.1613,0.0001493,352.8197,99.2919,260.8251,15.29852885,0
SAT-47827,2235.6612860706177,-4498.041459037019,-4775.410127647233,6.930529933561748,0.19680184140708085,3.0616500937109574,53.055,0.0001367,347.1583,101.39490000000002,258.7194,15.064122830000002,0
SAT-47828,3720.297507197211,3412.288275973391,4625.369362513736,-6.410074238022051,2.545016609670605,3.268957894675643,53.1603,0.0001556,3.9586,88.0399,272.078,15.30207604,0
SAT-47830,-5551.0126268815275,2438.853787291256,3186.1318383396288,-4.47739736242456,-3.678675075208615,-4.966763131126742,53.1609,0.0001449,4.3843,93.9594,266.1572,15.302055179999998,0
